이름,1-1_다량영양소_식이섬유_g,1-2_다량영양소_단백질_g,1-3_다량영양소_탄수화물_g,1-4_다량영양소_당류_g,1-5_다량영양소_지방_g,2-1_무기질_칼슘_mg,2-2_무기질_철_mg,2-3_무기질_마그네슘_mg,2-4_무기질_인_mg,2-5_무기질_칼륨_mg,2-6_무기질_나트륨_mg,2-7_무기질_아연_mg,2-8_무기질_구리_mg,2-9_무기질_망간_mg,2-10_무기질_셀레늄_µg,2-11_무기질_몰리브덴_µg,2-12_무기질_요오드_µg,2-13_무기질_크롬_µg,3-1_비타민_비타민 A_µgre,3-2_비타민_베타카로틴_mg,3-3_비타민_비타민 B1_mg,3-4_비타민_비타민 B2_mg,3-5_비타민_비타민 B3_mg,3-6_비타민_판토텐산_mg,3-7_비타민_비타민 B6_mg,3-8_비타민_비오틴_µg,3-9_비타민_엽산_µg,3-10_비타민_비타민 B12_µg,3-11_비타민_비타민 C_mg,3-12_비타민_비타민 D_µg,3-13_비타민_비타민 D2_µg,3-14_비타민_비타민 D3_µg,3-15_비타민_비타민 E_mga-te,3-16_비타민_비타민 K_µg,3-17_비타민_비타민 K1_µg,4-1_아미노산_이소루신_mg,4-2_아미노산_루신_mg,4-3_아미노산_라이신_mg,4-4_아미노산_발린_mg,4-5_아미노산_티로신_mg,4-6_아미노산_알라닌_mg,5-1_지방산_총 포화_g,5-2_지방산_라우르산_mg,5-3_지방산_총 불포화_g,5-4_지방산_리놀렌산_mg,5-5_지방산_감마 리놀렌산_mg,5-6_지방산_에이코사펜타에노산_mg,5-7_지방산_도코사헥사에노산_mg,5-8_지방산_총 트랜스지방산_g,6-1_콜레스테롤_콜레스테롤_mg,7-1_카페인_카페인_mg/kg,7-2_카페인_카페인_mg/1회 섭취당,8-1_중금속_납_mg/kg,8-2_중금속_총 수은_mg/kg,8-3_중금속_카드뮴_mg/kg,8-4_중금속_총 비소_mg/kg,8-5_중금속_헥산_mg/kg,8-6_중금속_초산에틸_mg,8-7_중금속_아세톤_mg,8-8_중금속_메탄올_mg,8-9_중금속_잔류용매_mg,8-10_중금속_깅콜릭산_mg,8-11_중금속_이소프로필알콜_mg,8-12_중금속_오크라톡신_µg,8-13_중금속_납_mg/1회 섭취당,8-14_중금속_총 수은_mg/1회 섭취당,8-15_중금속_카드뮴_mg/1회 섭취당,8-16_중금속_총 비소_mg/1회 섭취당,8-17_중금속_헥산_mg/1회 섭취당,8-18_중금속_초산에틸_mg/1회 섭취당,8-19_중금속_아세톤_mg/1회 섭취당,8-20_중금속_메탄올_mg/1회 섭취당,8-21_중금속_잔류용매_mg/1회 섭취당,8-22_중금속_깅콜릭산_mg/1회 섭취당,8-23_중금속_이소프로필알콜_mg/1회 섭취당,8-24_중금속_오크라톡신_µg/1회 섭취당,9-1_기능성물질_테아닌_mg,9-2_기능성물질_진세노사이드_mg,9-3_기능성물질_EPA 및 DHA_mg,9-4_기능성물질_하이드록시시트릭산_mg,9-5_기능성물질_N-아세틸글루코사민_mg,9-6_기능성물질_노다케닌_mg,9-7_기능성물질_공액리놀레산_mg,9-8_기능성물질_글루코사민_mg,9-9_기능성물질_글루코사민염산염_mg,9-10_기능성물질_글루코사민황산염_mg,9-11_기능성물질_난소화성말토덱스트린_g,9-12_기능성물질_대두이소플라본(비당체로서)_mg,9-13_기능성물질_라피노스_g,9-14_기능성물질_로사빈_mg,9-15_기능성물질_루테인_mg,9-16_기능성물질_뮤코다당·단백_mg,9-17_기능성물질_실리마린_mg,9-18_기능성물질_아스타잔틴_mg,9-19_기능성물질_알콕시글리세롤_mg,9-20_기능성물질_엠에스엠_mg,9-21_기능성물질_옥타코사놀_mg,9-22_기능성물질_알파에스1카제인_mg,9-23_기능성물질_모나콜린 K_mg,9-24_기능성물질_카테킨_mg,9-25_기능성물질_엽록소_mg,9-26_기능성물질_키토산_mg,9-27_기능성물질_포스파티딜세린_mg,9-28_기능성물질_폴리감마글루탐산_mg,9-29_기능성물질_폴리덱스트로스_g,9-30_기능성물질_프락토올리고당_mg,9-31_기능성물질_프로바이오틱스_cfu,9-32_기능성물질_플라보놀 배당체_mg,9-33_기능성물질_히알루론산_mg,9-34_기능성물질_플라보노이드_mg,9-35_기능성물질_폴리페놀_mg,9-36_기능성물질_안트라퀴논_mg,9-37_기능성물질_에피갈로카테킨갈레이트_mg,9-38_기능성물질_퀘르세틴_mg,9-39_기능성물질_식물스테롤_mg,9-40_기능성물질_글루코실세라미드_mg,9-41_기능성물질_안토시아노사이드_mg,9-42_기능성물질_자일로올리고당_g,9-43_기능성물질_4-하이드록시-L-이소로이신_mg,9-44_기능성물질_피니톨_mg,9-45_기능성물질_소포리코사이드_mg,9-46_기능성물질_포스콜린_mg,9-47_기능성물질_엘라그산_mg,9-48_기능성물질_루테오린_mg,9-49_기능성물질_베타글루칸_mg,9-50_기능성물질_크레아틴모노 하이드레이트_mg,9-51_기능성물질_세콕실로개닌_mg,9-52_기능성물질_인지질(아세톤불용물로서)_mg,9-53_기능성물질_지아잔틴_mg,9-54_기능성물질_후코잔틴_mg,9-55_기능성물질_푸닉산_mg,9-56_기능성물질_다물린 A_mg,9-57_기능성물질_카르니틴_mg,9-58_기능성물질_감마-오리자놀_mg,9-59_기능성물질_디엑콜_mg,9-60_기능성물질_갈산_mg,9-61_기능성물질_벤질헥사데칸아미드_µg,9-62_기능성물질_코로소린산_mg,9-63_기능성물질_세틸미리스톨레이트_mg,9-64_기능성물질_피브린용해효소활성_U,9-65_기능성물질_클로로겐산_mg,9-66_기능성물질_락토페린_mg,9-67_기능성물질_유비퀴놀_mg,9-68_기능성물질_감마아미노부틸산_mg,9-69_기능성물질_Gly-Pro-Val-Gly-Pro-Ser_mg,9-70_기능성물질_카르노스산와 카르노솔의 합_mg,9-71_기능성물질_나린진_mg,9-72_기능성물질_헤스페리딘_mg,9-73_기능성물질_총 다당체_mg,9-74_기능성물질_락추로스_mg,9-75_기능성물질_구연산_mg,9-76_기능성물질_퀴닉산_mg,9-77_기능성물질_데커신_mg,9-78_기능성물질_하마비와락톤 B_mg,9-79_기능성물질_글라브리딘_mg,9-80_기능성물질_프로시아니딘_mg,9-81_기능성물질_1-데옥시노지리마이신_mg,9-82_기능성물질_인진쑥_mg,9-83_기능성물질_콘드로이친 황산나트륨_mg,9-84_기능성물질_비텍신_mg,9-85_기능성물질_파에오니플로린_mg,9-86_기능성물질_1-O-아세틸브리타닐락톤_mg,9-87_기능성물질_시아니딘-3-글루코사이드_mg,9-88_기능성물질_계피산_mg,9-89_기능성물질_산지사이드메틸에스테르_mg,9-90_기능성물질_이소람네틴_mg,9-91_기능성물질_알파 글루칸_mg,9-92_기능성물질_로즈마린산_mg,9-93_기능성물질_all-trans-라이코펜_mg,9-94_기능성물질_가스트로딘_mg,9-95_기능성물질_살비아노익 산 B_mg,9-96_기능성물질_AKBBA와 KBA의 합_mg,9-97_기능성물질_글리신과 프롤린과 하이드록시프롤린_mg,9-98_기능성물질_글리신과 프롤린 디펩타이드_mg,9-99_기능성물질_사이클로알린_mg,9-100_기능성물질_주석산_mg,9-101_기능성물질_하이페로사이드_mg,9-102_기능성물질_피로갈로_mg,9-103_기능성물질_지방족 알코올_mg,9-104_기능성물질_인지질중 포스파티딜콜린_mg,9-105_기능성물질_바틸티로신량_mg,9-106_기능성물질_펩타이드량_mg,9-107_기능성물질_루이보스_mg,9-108_기능성물질_시아니딘_mg,9-109_기능성물질_20-히드록시엑디손_mg,9-110_기능성물질_피노레시놀 디글루코사이드_mg,9-111_기능성물질_판두라틴 A_mg,9-112_기능성물질_락토바실러스 Probio65_CFU,9-113_기능성물질_쉬잔드린_mg,9-114_기능성물질_하이드란 게놀_mg,9-115_기능성물질_코르디세핀_mg,9-116_기능성물질_L-루이실글라이신_ug,9-117_기능성물질_펜타-O-갈로일 베타-D-글루코스_mg,9-118_기능성물질_열처리배양균체수_cells,9-119_기능성물질_젖산_mg,9-120_기능성물질_테르피놀렌_mg,9-121_기능성물질_3-카렌_mg,9-122_기능성물질_리모넨_mg,9-123_기능성물질_포름오르네틴_mg,9-124_기능성물질_엘로테로사이드 E_mg,9-125_기능성물질_8-프레닐나린제닌_mg,9-126_기능성물질_비즈왁스알코올_mg,9-127_기능성물질_공액리놀렌산_mg,9-128_기능성물질_C24/C26/C28/C30/C32/C34의 합_mg,납,총 수은,카드뮴,총 비소
1182,0,0,1,0,0,0,0,0,0,0,1.6666666650000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333300000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6999999983,1.4999999995,1.5333333328,1.3666666653,0,0,0,0,0,0,0,0,0.0061006999974992995,0.0019354999992645,0.0019845333325488,0.0020103666646563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.6666665,0,0,0,0,0,0,0,0,0,166.6666665,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.50207198587995,6.266187513806331,4.072466591865053,2.6743379090176598
1183,0,0,0.5,0,0,0,0,0,0,0,0.416666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9249999983,0.6249999995,0.6333333328,0.34166666529999995,0,0,0,0,0,0,0,0,0.0024251749974992997,0.0007838749992645,0.0007961333325488,0.0005025916646563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6666665,0,0,0,0,0,0,0,0,0,41.6666665,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.703023811831777,2.5377978479166665,1.6337475144905145,0.6685844752486615
1184,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333333320000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0.000416999999583,0.000416999999583,0.000416999999583,0.000416999999583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.700077697377622,1.350038848688811,0.8557269052913473,0.5547241339359474
1185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.001251,0.001251,0.001251,0.001251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1002331002331,4.05011655011655,2.5671807184412225,1.6641724034720144
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,1.0000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.000000001,0.3333333335,1.0000000005,3.333333335,0,0,0,0,0,0,0,0,0.00272000000136,0.00045333333356000003,0.00136000000068,0.0045333333356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.666667,0,16.511266519522145,1.3759388766268454,2.616431189167975,5.653663244038711
1188,0,0,0,0,1.0000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.000000001,0.3333333335,1.0000000005,3.333333335,0,0,0,0,0,0,0,0,0.00272000000136,0.00045333333356000003,0.00136000000068,0.0045333333356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.666667,0,16.511266519522145,1.3759388766268454,2.616431189167975,5.653663244038711
1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.125,0.425,0.25,0,0,0,0,0,0,0,0,0.00767,0.001875,0.001926,0.00375,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000000,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.66329966329966,6.07031857031857,3.952350170837566,4.9885263893045995
1190,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.0004528,0.0004528,0.0004528,0.0004528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931882931882932,1.465941465941466,0.9291921896963915,0.6023479330872328
1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.115,1.285,0.625,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0.00027594,0.00013797,0.00013797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7064935064935065,0.4266233766233766,0.270416738123821,0
1194,1.7,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.005488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.93939393939394,0,0,0
1195,1.7,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.005488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.93939393939394,0,0,0
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,1.5,0,0,525,4.5,165,0,0,22.5,9,0.30000000000000004,2.25,41.25,18.75,56.25,37.5,525,2.25,1.7999999999999998,2.0999999999999996,22.5,7.5,2.25,45,375,3.5999999999999996,150,7.5,0,0,16.5,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0.011547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4100185528757,0,0,0
1199,0,0,1.5,0,0,525,4.5,165,0,0,22.5,9,0.30000000000000004,2.25,41.25,18.75,56.25,37.5,525,2.25,1.7999999999999998,2.0999999999999996,22.5,7.5,2.25,45,375,3.5999999999999996,150,7.5,0,0,16.5,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0.011547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4100185528757,0,0,0
1200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.000502,0.000502,0.000502,0.000502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104514533085961,1.5522572665429806,0.9839037655878677,0.637814658937505
1203,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.27,0.32,2,1.3,0.37,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.75,1.5,0,0,0,0,0,0,0,0,0,0.00954,0.0015899999999999998,0.0031799999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.998144712430424,4.916512059369202,6.232697160496851,0
